handle,condition,week,feed_average_prop_in_network_posts
kellyrayman.bsky.social,representative_diversification,5.0,0.498
kellyrayman.bsky.social,representative_diversification,6.0,0.496
kellyrayman.bsky.social,representative_diversification,7.0,0.4
kellyrayman.bsky.social,representative_diversification,8.0,0.379
kelvinclarke.bsky.social,engagement,1.0,0.0
kelvinclarke.bsky.social,engagement,2.0,0.0
kelvinclarke.bsky.social,engagement,3.0,0.012
kelvinclarke.bsky.social,engagement,4.0,0.073
kelvinclarke.bsky.social,engagement,5.0,0.066
kelvinclarke.bsky.social,engagement,6.0,0.061
kelvinclarke.bsky.social,engagement,7.0,0.094
kelvinclarke.bsky.social,engagement,8.0,0.084
kempsjannie.bsky.social,engagement,1.0,0.0
kempsjannie.bsky.social,engagement,2.0,0.0
kempsjannie.bsky.social,engagement,3.0,0.011
kempsjannie.bsky.social,engagement,4.0,0.13
kempsjannie.bsky.social,engagement,5.0,0.443
kempsjannie.bsky.social,engagement,6.0,0.432
kempsjannie.bsky.social,engagement,7.0,0.428
kempsjannie.bsky.social,engagement,8.0,0.432
kenlie7.bsky.social,engagement,1.0,0.012
kenlie7.bsky.social,engagement,2.0,0.041
kenlie7.bsky.social,engagement,3.0,0.03
kenlie7.bsky.social,engagement,4.0,0.128
kenlie7.bsky.social,engagement,5.0,0.11
kenlie7.bsky.social,engagement,6.0,0.074
kenlie7.bsky.social,engagement,7.0,0.127
kenlie7.bsky.social,engagement,8.0,0.1
kennethkelvin756.bsky.social,engagement,1.0,0.0
kennethkelvin756.bsky.social,engagement,2.0,0.0
kennethkelvin756.bsky.social,engagement,3.0,0.095
kennethkelvin756.bsky.social,engagement,4.0,0.186
kennethkelvin756.bsky.social,engagement,5.0,0.178
kennethkelvin756.bsky.social,engagement,6.0,0.202
kennethkelvin756.bsky.social,engagement,7.0,0.177
kennethkelvin756.bsky.social,engagement,8.0,0.21
kenshimain.bsky.social,representative_diversification,1.0,0.008
kenshimain.bsky.social,representative_diversification,2.0,0.009
kenshimain.bsky.social,representative_diversification,3.0,0.025
kenshimain.bsky.social,representative_diversification,4.0,0.005
kenshimain.bsky.social,representative_diversification,5.0,0.014
kenshimain.bsky.social,representative_diversification,6.0,0.037
kenshimain.bsky.social,representative_diversification,7.0,0.041
kenshimain.bsky.social,representative_diversification,8.0,0.013
keshia.bsky.social,engagement,1.0,0.0
keshia.bsky.social,engagement,2.0,0.0
keshia.bsky.social,engagement,3.0,0.016
keshia.bsky.social,engagement,4.0,0.074
keshia.bsky.social,engagement,5.0,0.066
keshia.bsky.social,engagement,6.0,0.076
keshia.bsky.social,engagement,7.0,0.088
keshia.bsky.social,engagement,8.0,0.051
kevin911.bsky.social,representative_diversification,1.0,0.0
kevin911.bsky.social,representative_diversification,2.0,0.02
kevin911.bsky.social,representative_diversification,3.0,0.0
kevin911.bsky.social,representative_diversification,4.0,0.06
kevin911.bsky.social,representative_diversification,5.0,0.116
kevin911.bsky.social,representative_diversification,6.0,0.108
kevin911.bsky.social,representative_diversification,7.0,0.223
kevin911.bsky.social,representative_diversification,8.0,0.249
kevychristian.bsky.social,reverse_chronological,1.0,0.061
kevychristian.bsky.social,reverse_chronological,2.0,0.114
kevychristian.bsky.social,reverse_chronological,3.0,0.196
kevychristian.bsky.social,reverse_chronological,4.0,0.495
kevychristian.bsky.social,reverse_chronological,5.0,0.5
kevychristian.bsky.social,reverse_chronological,6.0,0.5
kevychristian.bsky.social,reverse_chronological,7.0,0.5
kevychristian.bsky.social,reverse_chronological,8.0,0.5
kiarakia404.bsky.social,representative_diversification,1.0,0.0
kiarakia404.bsky.social,representative_diversification,2.0,0.0
kiarakia404.bsky.social,representative_diversification,3.0,0.006
kiarakia404.bsky.social,representative_diversification,4.0,0.0
kiarakia404.bsky.social,representative_diversification,5.0,0.0
kiarakia404.bsky.social,representative_diversification,6.0,0.001
kiarakia404.bsky.social,representative_diversification,7.0,0.003
kiarakia404.bsky.social,representative_diversification,8.0,0.018
kidrizzy.bsky.social,representative_diversification,1.0,0.0
kidrizzy.bsky.social,representative_diversification,2.0,0.017
kidrizzy.bsky.social,representative_diversification,3.0,0.062
kidrizzy.bsky.social,representative_diversification,4.0,0.267
kidrizzy.bsky.social,representative_diversification,5.0,0.239
kidrizzy.bsky.social,representative_diversification,6.0,0.24
kidrizzy.bsky.social,representative_diversification,7.0,0.248
kidrizzy.bsky.social,representative_diversification,8.0,0.237
kierongillen.bsky.social,representative_diversification,1.0,0.043
kierongillen.bsky.social,representative_diversification,2.0,0.078
kierongillen.bsky.social,representative_diversification,3.0,0.19
kierongillen.bsky.social,representative_diversification,4.0,0.494
kierongillen.bsky.social,representative_diversification,5.0,0.5
kierongillen.bsky.social,representative_diversification,6.0,0.5
kierongillen.bsky.social,representative_diversification,7.0,0.5
kierongillen.bsky.social,representative_diversification,8.0,0.5
kilagreene.bsky.social,engagement,1.0,
kilagreene.bsky.social,engagement,2.0,0.153
kilagreene.bsky.social,engagement,3.0,0.165
kilagreene.bsky.social,engagement,4.0,0.5
kilagreene.bsky.social,engagement,5.0,0.497
kilagreene.bsky.social,engagement,6.0,0.5
kilagreene.bsky.social,engagement,7.0,0.5
kilagreene.bsky.social,engagement,8.0,0.5
killluax.bsky.social,reverse_chronological,1.0,
killluax.bsky.social,reverse_chronological,2.0,
killluax.bsky.social,reverse_chronological,3.0,0.0
killluax.bsky.social,reverse_chronological,4.0,0.0
killluax.bsky.social,reverse_chronological,5.0,0.003
killluax.bsky.social,reverse_chronological,6.0,0.0
killluax.bsky.social,reverse_chronological,7.0,0.006
killluax.bsky.social,reverse_chronological,8.0,0.003
kimjos.bsky.social,engagement,1.0,0.071
kimjos.bsky.social,engagement,2.0,0.003
kimjos.bsky.social,engagement,3.0,0.107
kimjos.bsky.social,engagement,4.0,0.491
kimjos.bsky.social,engagement,5.0,0.5
kimjos.bsky.social,engagement,6.0,0.5
kimjos.bsky.social,engagement,7.0,0.5
kimjos.bsky.social,engagement,8.0,0.48
kingemmy.bsky.social,representative_diversification,1.0,0.0
kingemmy.bsky.social,representative_diversification,2.0,0.02
kingemmy.bsky.social,representative_diversification,3.0,0.031
kingemmy.bsky.social,representative_diversification,4.0,0.044
kingemmy.bsky.social,representative_diversification,5.0,0.055
kingemmy.bsky.social,representative_diversification,6.0,0.061
kingemmy.bsky.social,representative_diversification,7.0,0.123
kingemmy.bsky.social,representative_diversification,8.0,0.061
kingibeh.bsky.social,reverse_chronological,1.0,0.0
kingibeh.bsky.social,reverse_chronological,2.0,0.007
kingibeh.bsky.social,reverse_chronological,3.0,0.032
kingibeh.bsky.social,reverse_chronological,4.0,0.156
kingibeh.bsky.social,reverse_chronological,5.0,0.149
kingibeh.bsky.social,reverse_chronological,6.0,0.182
kingibeh.bsky.social,reverse_chronological,7.0,0.266
kingibeh.bsky.social,reverse_chronological,8.0,0.216
kingsfan42700.bsky.social,reverse_chronological,1.0,0.004
kingsfan42700.bsky.social,reverse_chronological,2.0,0.0
kingsfan42700.bsky.social,reverse_chronological,3.0,0.0
kingsfan42700.bsky.social,reverse_chronological,4.0,0.009
kingsfan42700.bsky.social,reverse_chronological,5.0,0.004
kingsfan42700.bsky.social,reverse_chronological,6.0,0.014
kingsfan42700.bsky.social,reverse_chronological,7.0,0.013
kingsfan42700.bsky.social,reverse_chronological,8.0,0.01
kingsjohn.bsky.social,representative_diversification,1.0,0.006
kingsjohn.bsky.social,representative_diversification,2.0,0.04
kingsjohn.bsky.social,representative_diversification,3.0,0.037
kingsjohn.bsky.social,representative_diversification,4.0,0.167
kingsjohn.bsky.social,representative_diversification,5.0,0.135
kingsjohn.bsky.social,representative_diversification,6.0,0.208
kingsjohn.bsky.social,representative_diversification,7.0,0.305
kingsjohn.bsky.social,representative_diversification,8.0,0.25
kingyecs.bsky.social,engagement,1.0,0.044
kingyecs.bsky.social,engagement,2.0,0.011
kingyecs.bsky.social,engagement,3.0,0.065
kingyecs.bsky.social,engagement,4.0,0.068
kingyecs.bsky.social,engagement,5.0,0.06
kingyecs.bsky.social,engagement,6.0,0.054
kingyecs.bsky.social,engagement,7.0,0.044
kingyecs.bsky.social,engagement,8.0,0.077
kissme12.bsky.social,representative_diversification,1.0,0.0
kissme12.bsky.social,representative_diversification,2.0,0.0
kissme12.bsky.social,representative_diversification,3.0,0.008
kissme12.bsky.social,representative_diversification,4.0,0.043
kissme12.bsky.social,representative_diversification,5.0,0.034
kissme12.bsky.social,representative_diversification,6.0,0.043
kissme12.bsky.social,representative_diversification,7.0,0.065
kissme12.bsky.social,representative_diversification,8.0,0.053
kite000.bsky.social,reverse_chronological,1.0,0.0
kite000.bsky.social,reverse_chronological,2.0,0.0
kite000.bsky.social,reverse_chronological,3.0,0.0
kite000.bsky.social,reverse_chronological,4.0,0.006
kite000.bsky.social,reverse_chronological,5.0,0.011
kite000.bsky.social,reverse_chronological,6.0,0.038
kite000.bsky.social,reverse_chronological,7.0,0.146
kite000.bsky.social,reverse_chronological,8.0,0.121
kitten12421.bsky.social,representative_diversification,1.0,
kitten12421.bsky.social,representative_diversification,2.0,0.0
kitten12421.bsky.social,representative_diversification,3.0,0.0
kitten12421.bsky.social,representative_diversification,4.0,0.0
kitten12421.bsky.social,representative_diversification,5.0,0.003
kitten12421.bsky.social,representative_diversification,6.0,0.0
kitten12421.bsky.social,representative_diversification,7.0,0.001
kitten12421.bsky.social,representative_diversification,8.0,0.003
kkbshow.bsky.social,engagement,1.0,0.0
kkbshow.bsky.social,engagement,2.0,0.0
kkbshow.bsky.social,engagement,3.0,0.014
kkbshow.bsky.social,engagement,4.0,0.0
kkbshow.bsky.social,engagement,5.0,0.0
kkbshow.bsky.social,engagement,6.0,0.001
kkbshow.bsky.social,engagement,7.0,0.003
kkbshow.bsky.social,engagement,8.0,0.013
kkwrights.bsky.social,reverse_chronological,1.0,0.0
kkwrights.bsky.social,reverse_chronological,2.0,0.0
kkwrights.bsky.social,reverse_chronological,3.0,0.0
kkwrights.bsky.social,reverse_chronological,4.0,0.085
kkwrights.bsky.social,reverse_chronological,5.0,0.225
kkwrights.bsky.social,reverse_chronological,6.0,0.197
kkwrights.bsky.social,reverse_chronological,7.0,0.19
kkwrights.bsky.social,reverse_chronological,8.0,0.235
klapman.bsky.social,engagement,1.0,0.0
klapman.bsky.social,engagement,2.0,0.01
klapman.bsky.social,engagement,3.0,0.001
klapman.bsky.social,engagement,4.0,0.018
klapman.bsky.social,engagement,5.0,0.012
klapman.bsky.social,engagement,6.0,0.008
klapman.bsky.social,engagement,7.0,0.011
klapman.bsky.social,engagement,8.0,0.012
kmccat.bsky.social,engagement,1.0,0.0
kmccat.bsky.social,engagement,2.0,0.0
kmccat.bsky.social,engagement,3.0,0.056
kmccat.bsky.social,engagement,4.0,0.324
kmccat.bsky.social,engagement,5.0,0.352
kmccat.bsky.social,engagement,6.0,0.334
kmccat.bsky.social,engagement,7.0,0.359
kmccat.bsky.social,engagement,8.0,0.404
knightsheart.bsky.social,representative_diversification,1.0,0.0
knightsheart.bsky.social,representative_diversification,2.0,0.0
knightsheart.bsky.social,representative_diversification,3.0,0.092
knightsheart.bsky.social,representative_diversification,4.0,0.459
knightsheart.bsky.social,representative_diversification,5.0,0.459
knightsheart.bsky.social,representative_diversification,6.0,0.479
knightsheart.bsky.social,representative_diversification,7.0,0.5
knightsheart.bsky.social,representative_diversification,8.0,0.423
kodaxshc.bsky.social,representative_diversification,1.0,0.0
kodaxshc.bsky.social,representative_diversification,2.0,0.0
kodaxshc.bsky.social,representative_diversification,3.0,0.118
kodaxshc.bsky.social,representative_diversification,4.0,0.487
kodaxshc.bsky.social,representative_diversification,5.0,0.486
kodaxshc.bsky.social,representative_diversification,6.0,0.479
kodaxshc.bsky.social,representative_diversification,7.0,0.477
kodaxshc.bsky.social,representative_diversification,8.0,0.384
konsequenzee.bsky.social,representative_diversification,1.0,0.002
konsequenzee.bsky.social,representative_diversification,2.0,0.0
konsequenzee.bsky.social,representative_diversification,3.0,0.0
konsequenzee.bsky.social,representative_diversification,4.0,0.017
konsequenzee.bsky.social,representative_diversification,5.0,0.06
konsequenzee.bsky.social,representative_diversification,6.0,0.05
konsequenzee.bsky.social,representative_diversification,7.0,0.048
konsequenzee.bsky.social,representative_diversification,8.0,0.061
kornegaywei.bsky.social,reverse_chronological,1.0,0.0
kornegaywei.bsky.social,reverse_chronological,2.0,0.0
kornegaywei.bsky.social,reverse_chronological,3.0,0.0
kornegaywei.bsky.social,reverse_chronological,4.0,0.006
kornegaywei.bsky.social,reverse_chronological,5.0,0.0
kornegaywei.bsky.social,reverse_chronological,6.0,0.0
kornegaywei.bsky.social,reverse_chronological,7.0,0.006
kornegaywei.bsky.social,reverse_chronological,8.0,0.003
korneliamartin.bsky.social,representative_diversification,1.0,0.03
korneliamartin.bsky.social,representative_diversification,2.0,0.096
korneliamartin.bsky.social,representative_diversification,3.0,0.184
korneliamartin.bsky.social,representative_diversification,4.0,0.491
korneliamartin.bsky.social,representative_diversification,5.0,0.5
korneliamartin.bsky.social,representative_diversification,6.0,0.5
korneliamartin.bsky.social,representative_diversification,7.0,0.5
korneliamartin.bsky.social,representative_diversification,8.0,0.439
korystamper.bsky.social,reverse_chronological,1.0,0.017
korystamper.bsky.social,reverse_chronological,2.0,0.045
korystamper.bsky.social,reverse_chronological,3.0,0.185
korystamper.bsky.social,reverse_chronological,4.0,0.492
korystamper.bsky.social,reverse_chronological,5.0,0.5
korystamper.bsky.social,reverse_chronological,6.0,0.5
korystamper.bsky.social,reverse_chronological,7.0,0.5
korystamper.bsky.social,reverse_chronological,8.0,0.491
kotlinkun.bsky.social,reverse_chronological,1.0,0.012
kotlinkun.bsky.social,reverse_chronological,2.0,0.0
kotlinkun.bsky.social,reverse_chronological,3.0,0.013
kotlinkun.bsky.social,reverse_chronological,4.0,0.106
kotlinkun.bsky.social,reverse_chronological,5.0,0.072
kotlinkun.bsky.social,reverse_chronological,6.0,0.071
kotlinkun.bsky.social,reverse_chronological,7.0,0.109
kotlinkun.bsky.social,reverse_chronological,8.0,0.136
kraknel.bsky.social,reverse_chronological,1.0,0.0
kraknel.bsky.social,reverse_chronological,2.0,0.0
kraknel.bsky.social,reverse_chronological,3.0,0.0
kraknel.bsky.social,reverse_chronological,4.0,0.1
kraknel.bsky.social,reverse_chronological,5.0,0.327
kraknel.bsky.social,reverse_chronological,6.0,0.314
kraknel.bsky.social,reverse_chronological,7.0,0.334
kraknel.bsky.social,reverse_chronological,8.0,0.457
krayon11.bsky.social,representative_diversification,1.0,0.003
krayon11.bsky.social,representative_diversification,2.0,0.0
krayon11.bsky.social,representative_diversification,3.0,0.023
krayon11.bsky.social,representative_diversification,4.0,0.105
krayon11.bsky.social,representative_diversification,5.0,0.102
krayon11.bsky.social,representative_diversification,6.0,0.207
krayon11.bsky.social,representative_diversification,7.0,0.277
krayon11.bsky.social,representative_diversification,8.0,0.253
krillun.bsky.social,representative_diversification,1.0,0.005
krillun.bsky.social,representative_diversification,2.0,0.003
krillun.bsky.social,representative_diversification,3.0,0.025
krillun.bsky.social,representative_diversification,4.0,0.036
krillun.bsky.social,representative_diversification,5.0,0.026
krillun.bsky.social,representative_diversification,6.0,0.041
krillun.bsky.social,representative_diversification,7.0,0.053
krillun.bsky.social,representative_diversification,8.0,0.032
kris-karma.bsky.social,reverse_chronological,1.0,0.0
kris-karma.bsky.social,reverse_chronological,2.0,0.0
kris-karma.bsky.social,reverse_chronological,3.0,0.004
kris-karma.bsky.social,reverse_chronological,4.0,0.029
kris-karma.bsky.social,reverse_chronological,5.0,0.03
kris-karma.bsky.social,reverse_chronological,6.0,0.067
kris-karma.bsky.social,reverse_chronological,7.0,0.157
kris-karma.bsky.social,reverse_chronological,8.0,0.256
kristab347.bsky.social,representative_diversification,1.0,0.04
kristab347.bsky.social,representative_diversification,2.0,0.123
kristab347.bsky.social,representative_diversification,3.0,0.252
kristab347.bsky.social,representative_diversification,4.0,0.298
kristab347.bsky.social,representative_diversification,5.0,0.293
kristab347.bsky.social,representative_diversification,6.0,0.377
kristab347.bsky.social,representative_diversification,7.0,0.373
kristab347.bsky.social,representative_diversification,8.0,0.165
kristen1822.bsky.social,reverse_chronological,1.0,0.0
kristen1822.bsky.social,reverse_chronological,2.0,0.0
kristen1822.bsky.social,reverse_chronological,3.0,0.0
kristen1822.bsky.social,reverse_chronological,4.0,0.089
kristen1822.bsky.social,reverse_chronological,5.0,0.158
